tile_id,typology,has_park,has_school,has_museum,has_water
chicago_tile_98,residential,False,False,False,False
chicago_tile_99,residential,False,False,False,False
chicago_tile_100,residential,True,False,False,True
chicago_tile_101,grass,True,False,False,True
chicago_tile_102,grass,True,False,False,False
chicago_tile_103,residential,True,True,False,False
chicago_tile_104,cemetery,False,True,False,False
chicago_tile_105,cemetery,False,False,False,False
chicago_tile_106,retail,False,True,False,True
chicago_tile_107,cemetery,False,False,False,True
chicago_tile_108,grass,False,False,False,True
chicago_tile_109,grass,False,False,False,True
chicago_tile_110,industrial,False,False,False,True
chicago_tile_111,brownfield,False,False,False,True
chicago_tile_112,railway,False,False,False,True
chicago_tile_113,industrial,False,True,False,True
chicago_tile_114,industrial,False,True,False,True
chicago_tile_115,industrial,True,True,True,False
chicago_tile_116,industrial,False,True,False,False
chicago_tile_117,recreation_ground,False,True,False,False
chicago_tile_118,forest,True,True,False,True
chicago_tile_119,residential,True,True,False,True
chicago_tile_120,residential,True,False,False,True
chicago_tile_121,grass,True,True,True,True
chicago_tile_122,grass,True,True,True,True
chicago_tile_123,grass,True,True,True,True
chicago_tile_124,grass,True,True,True,True
chicago_tile_125,grass,True,True,False,True
chicago_tile_126,grass,True,True,True,True
chicago_tile_127,grass,True,True,False,True
chicago_tile_128,grass,True,True,True,True
chicago_tile_129,cemetery,True,True,True,True
chicago_tile_130,industrial,False,True,False,True
chicago_tile_131,cemetery,True,True,False,True
chicago_tile_132,commercial,True,True,True,True
chicago_tile_133,grass,True,False,False,True
chicago_tile_134,residential,True,True,False,True
chicago_tile_135,grass,True,True,True,True
chicago_tile_136,railway,True,True,True,True
chicago_tile_137,grass,True,True,True,True
chicago_tile_138,grass,True,True,False,True
chicago_tile_139,grass,True,True,True,True
chicago_tile_140,grass,True,True,False,True
chicago_tile_141,grass,True,True,False,True
chicago_tile_142,grass,True,True,False,True
chicago_tile_143,residential,False,True,False,False
chicago_tile_144,residential,False,True,False,False
chicago_tile_145,residential,False,False,False,False
chicago_tile_146,residential,True,True,False,False
chicago_tile_147,cemetery,True,True,False,False
chicago_tile_148,cemetery,False,False,False,False
chicago_tile_149,cemetery,False,False,False,True
chicago_tile_150,residential,False,False,False,False
chicago_tile_151,residential,True,True,False,False
chicago_tile_152,residential,False,False,False,False
chicago_tile_153,residential,False,True,False,False
chicago_tile_154,residential,False,True,False,False
chicago_tile_155,grass,True,True,True,False
chicago_tile_156,residential,True,True,False,False
chicago_tile_157,residential,True,True,False,False
chicago_tile_158,retail,False,True,False,False
chicago_tile_159,residential,True,False,False,False
chicago_tile_160,grass,True,True,False,False
chicago_tile_161,retail,True,True,False,False
chicago_tile_162,residential,True,False,False,False
chicago_tile_163,residential,True,True,False,False
chicago_tile_164,residential,True,True,False,False
chicago_tile_165,residential,False,False,False,False
chicago_tile_166,residential,False,False,False,True
chicago_tile_167,residential,False,True,False,True
chicago_tile_168,residential,False,True,False,True
chicago_tile_169,residential,False,False,False,False
chicago_tile_170,meadow,True,False,False,True
chicago_tile_171,residential,True,True,False,True
chicago_tile_172,residential,True,True,False,True
chicago_tile_173,residential,True,False,False,True
chicago_tile_174,residential,False,False,False,False
chicago_tile_175,residential,False,True,False,False
chicago_tile_176,residential,True,False,False,False
chicago_tile_177,grass,True,True,False,True
chicago_tile_178,grass,True,True,False,True
chicago_tile_179,commercial,True,True,False,False
chicago_tile_180,residential,False,True,False,False
chicago_tile_181,retail,True,True,False,False
chicago_tile_182,residential,True,True,False,True
chicago_tile_183,residential,False,True,False,False
chicago_tile_184,residential,True,True,False,True
chicago_tile_185,cemetery,False,False,False,False
chicago_tile_186,cemetery,False,False,False,True
chicago_tile_187,cemetery,False,False,False,True
chicago_tile_188,cemetery,False,True,False,False
chicago_tile_189,industrial,True,True,False,True
chicago_tile_190,grass,False,False,False,True
chicago_tile_191,industrial,False,False,False,False
chicago_tile_192,railway,False,False,False,True
chicago_tile_193,industrial,True,False,False,True
chicago_tile_194,grass,False,False,False,True
chicago_tile_195,industrial,False,False,False,True
chicago_tile_196,industrial,False,True,False,False
chicago_tile_197,commercial,False,True,False,False
chicago_tile_198,residential,False,True,False,False
chicago_tile_199,residential,True,True,False,False
chicago_tile_200,residential,True,True,False,True
chicago_tile_201,residential,True,True,False,True
chicago_tile_202,residential,True,True,True,False
chicago_tile_203,recreation_ground,True,True,False,False
chicago_tile_204,grass,True,True,True,True
chicago_tile_205,grass,True,True,True,True
chicago_tile_206,grass,True,True,False,True
chicago_tile_207,grass,True,True,True,True
chicago_tile_208,industrial,True,True,False,True
chicago_tile_209,cemetery,True,True,False,True
chicago_tile_210,cemetery,False,False,False,False
chicago_tile_211,cemetery,False,True,False,False
chicago_tile_212,cemetery,True,True,False,True
chicago_tile_213,residential,False,True,False,True
chicago_tile_214,residential,True,True,True,False
chicago_tile_215,residential,True,True,False,False
chicago_tile_216,residential,False,False,False,False
chicago_tile_217,railway,True,True,False,False
chicago_tile_218,grass,True,True,True,True
chicago_tile_219,residential,True,True,False,True
chicago_tile_220,residential,True,True,False,True
chicago_tile_221,grass,True,False,False,True
chicago_tile_222,grass,True,False,False,True
chicago_tile_223,grass,True,True,False,True
chicago_tile_224,residential,True,False,False,False
chicago_tile_225,residential,False,True,False,False
chicago_tile_226,residential,False,True,False,False
chicago_tile_227,residential,True,True,False,False
chicago_tile_228,residential,False,False,False,False
chicago_tile_229,cemetery,True,True,False,False
chicago_tile_230,cemetery,True,False,False,False
chicago_tile_231,residential,True,True,False,False
chicago_tile_232,residential,True,True,False,False
chicago_tile_233,residential,False,False,False,False
chicago_tile_234,residential,False,True,False,False
chicago_tile_235,residential,False,True,False,False
chicago_tile_236,grass,False,True,False,False
chicago_tile_237,residential,True,True,False,False
chicago_tile_238,residential,False,True,False,False
chicago_tile_239,residential,False,True,False,False
chicago_tile_240,residential,False,True,False,False
chicago_tile_241,residential,False,True,False,False
chicago_tile_242,residential,False,True,False,False
chicago_tile_243,residential,True,False,False,True
chicago_tile_244,grass,True,False,False,True
chicago_tile_245,grass,True,False,False,True
chicago_tile_246,residential,True,False,False,False
chicago_tile_247,residential,False,False,False,False
chicago_tile_248,residential,False,True,False,True
chicago_tile_249,residential,False,True,False,True
chicago_tile_250,grass,True,True,False,True
chicago_tile_251,grass,True,True,False,True
chicago_tile_252,residential,True,True,False,True
chicago_tile_253,residential,False,True,False,True
chicago_tile_254,residential,True,True,False,True
chicago_tile_255,residential,True,True,False,False
chicago_tile_256,retail,True,True,False,False
chicago_tile_257,retail,False,True,False,False
chicago_tile_258,retail,True,True,False,False
chicago_tile_259,retail,True,True,False,True
chicago_tile_260,retail,True,True,False,False
chicago_tile_261,retail,True,True,False,False
chicago_tile_262,grass,True,True,False,False
chicago_tile_263,residential,True,True,False,True
chicago_tile_264,retail,True,True,False,False
chicago_tile_265,retail,True,True,True,False
chicago_tile_266,retail,False,True,False,False
chicago_tile_267,industrial,True,True,False,True
chicago_tile_268,residential,True,True,False,True
chicago_tile_269,residential,False,True,False,True
chicago_tile_270,residential,True,True,False,False
chicago_tile_271,grass,True,True,False,True
chicago_tile_272,grass,False,True,False,True
chicago_tile_273,industrial,False,False,False,False
chicago_tile_274,industrial,True,True,False,True
chicago_tile_275,grass,True,False,False,True
chicago_tile_276,industrial,False,False,False,True
chicago_tile_277,industrial,False,False,False,True
chicago_tile_278,industrial,True,True,False,False
chicago_tile_279,residential,True,True,False,False
chicago_tile_280,residential,True,True,False,False
chicago_tile_281,residential,True,True,False,True
chicago_tile_282,residential,True,True,False,True
chicago_tile_283,residential,True,True,True,False
chicago_tile_284,residential,True,False,False,False
chicago_tile_285,residential,True,True,False,False
chicago_tile_286,residential,True,True,False,False
chicago_tile_287,grass,True,True,False,False
chicago_tile_288,cemetery,False,True,False,False
chicago_tile_289,cemetery,False,True,False,False
chicago_tile_290,cemetery,False,True,False,False
chicago_tile_291,retail,True,True,False,False
chicago_tile_292,grass,True,True,False,False
chicago_tile_293,grass,True,True,True,True
chicago_tile_294,grass,True,True,False,True
chicago_tile_295,residential,True,True,False,False
chicago_tile_296,residential,True,True,False,False
chicago_tile_297,residential,True,True,False,False
chicago_tile_298,residential,True,False,False,False
chicago_tile_299,residential,True,True,False,True
chicago_tile_300,residential,True,True,True,True
chicago_tile_301,residential,True,True,False,False
chicago_tile_302,residential,True,True,False,False
chicago_tile_303,residential,True,True,False,False
chicago_tile_304,residential,True,True,False,False
chicago_tile_305,residential,True,True,False,False
chicago_tile_306,residential,False,True,False,False
chicago_tile_307,residential,False,False,False,False
chicago_tile_308,residential,True,True,False,False
chicago_tile_309,residential,False,False,False,False
chicago_tile_310,residential,True,True,False,False
chicago_tile_311,residential,True,True,False,False
chicago_tile_312,residential,True,True,False,False
chicago_tile_313,residential,True,True,False,False
chicago_tile_314,residential,False,False,False,False
chicago_tile_315,residential,True,True,False,False
chicago_tile_316,grass,True,True,False,False
chicago_tile_317,grass,True,True,False,False
chicago_tile_318,residential,True,True,False,False
chicago_tile_319,residential,True,True,False,False
chicago_tile_320,residential,True,True,False,False
chicago_tile_321,residential,True,True,False,False
chicago_tile_322,residential,False,False,False,False
chicago_tile_323,residential,False,False,False,False
chicago_tile_324,grass,True,False,False,True
chicago_tile_325,grass,True,False,False,True
chicago_tile_326,residential,True,False,False,True
chicago_tile_327,residential,True,True,False,False
chicago_tile_328,residential,True,True,False,True
chicago_tile_329,residential,False,True,False,True
chicago_tile_330,residential,True,True,False,True
chicago_tile_331,residential,True,True,False,True
chicago_tile_332,grass,True,True,False,True
chicago_tile_333,grass,False,False,False,True
chicago_tile_334,retail,True,True,False,True
chicago_tile_335,residential,True,True,False,True
chicago_tile_336,grass,True,True,False,True
chicago_tile_337,residential,True,True,False,True
chicago_tile_338,grass,True,True,False,True
chicago_tile_339,grass,True,True,False,False
chicago_tile_340,grass,False,True,True,False
chicago_tile_341,residential,False,False,False,True
chicago_tile_342,grass,True,True,False,True
chicago_tile_343,grass,False,True,False,False
chicago_tile_344,industrial,False,True,False,False
chicago_tile_345,industrial,True,False,False,True
chicago_tile_346,grass,True,True,False,True
chicago_tile_347,industrial,False,True,False,True
chicago_tile_348,residential,True,True,False,True
chicago_tile_349,residential,True,True,False,True
chicago_tile_350,meadow,True,True,False,False
chicago_tile_351,industrial,True,True,False,True
chicago_tile_352,residential,True,True,False,True
chicago_tile_353,retail,False,True,False,False
chicago_tile_354,residential,False,True,False,False
chicago_tile_355,industrial,True,True,False,False
chicago_tile_356,grass,False,True,False,True
chicago_tile_357,grass,True,True,False,True
chicago_tile_358,industrial,False,False,False,True
chicago_tile_359,industrial,True,False,False,True
chicago_tile_360,forest,True,True,False,True
chicago_tile_361,forest,True,True,False,True
chicago_tile_362,forest,True,True,True,True
chicago_tile_363,forest,True,False,False,True
chicago_tile_364,residential,False,False,False,False
chicago_tile_365,residential,True,True,False,False
chicago_tile_366,residential,True,True,False,False
chicago_tile_367,grass,True,True,False,True
chicago_tile_368,retail,True,True,False,True
chicago_tile_369,retail,True,True,False,False
chicago_tile_370,cemetery,True,True,False,True
chicago_tile_371,residential,True,True,False,False
chicago_tile_372,residential,True,True,False,False
chicago_tile_373,residential,True,True,False,False
chicago_tile_374,grass,True,True,False,True
chicago_tile_375,residential,True,True,False,False
chicago_tile_376,residential,True,True,False,False
chicago_tile_377,railway,True,True,False,False
chicago_tile_378,residential,True,False,False,False
chicago_tile_379,residential,True,True,True,False
chicago_tile_380,residential,True,True,True,True
chicago_tile_381,residential,True,True,False,True
chicago_tile_382,residential,False,True,False,False
chicago_tile_383,residential,False,False,False,False
chicago_tile_384,residential,False,False,False,False
chicago_tile_385,residential,True,True,False,False
chicago_tile_386,grass,True,True,False,True
chicago_tile_387,retail,False,True,False,False
chicago_tile_388,residential,False,True,False,False
chicago_tile_389,retail,True,True,False,False
chicago_tile_390,retail,False,True,False,False
chicago_tile_391,retail,True,True,False,False
chicago_tile_392,retail,True,True,False,False
chicago_tile_393,retail,True,True,True,False
chicago_tile_394,retail,False,True,False,False
chicago_tile_395,retail,True,True,False,False
chicago_tile_396,retail,True,True,False,False
chicago_tile_397,grass,False,True,False,False
chicago_tile_398,residential,False,True,False,False
chicago_tile_399,residential,True,True,False,False
chicago_tile_400,industrial,True,True,False,False
chicago_tile_401,residential,False,True,False,False
chicago_tile_402,residential,False,True,False,False
chicago_tile_403,residential,True,False,False,False
chicago_tile_404,retail,True,True,False,False
chicago_tile_405,grass,True,False,False,True
chicago_tile_406,grass,True,True,False,True
chicago_tile_407,residential,True,False,False,True
chicago_tile_408,residential,False,False,False,False
chicago_tile_409,residential,False,False,False,False
chicago_tile_410,residential,False,False,False,False
chicago_tile_411,residential,True,False,False,True
chicago_tile_412,commercial,True,True,False,True
chicago_tile_413,grass,True,True,False,True
chicago_tile_414,meadow,True,True,False,True
chicago_tile_415,grass,True,True,False,True
chicago_tile_416,grass,True,False,False,True
chicago_tile_417,grass,True,True,False,True
chicago_tile_418,retail,False,True,False,False
chicago_tile_419,industrial,False,True,False,True
chicago_tile_420,industrial,False,True,False,True
chicago_tile_421,grass,False,False,False,False
chicago_tile_422,grass,False,True,False,True
chicago_tile_423,residential,False,True,False,False
chicago_tile_424,grass,False,True,False,False
chicago_tile_425,retail,False,True,False,False
chicago_tile_426,grass,True,True,False,False
chicago_tile_427,grass,True,True,False,False
chicago_tile_428,recreation_ground,True,True,False,False
chicago_tile_429,residential,False,True,False,False
chicago_tile_430,residential,False,True,False,False
chicago_tile_431,grass,True,True,True,True
chicago_tile_432,grass,True,True,False,True
chicago_tile_433,industrial,True,True,False,False
chicago_tile_434,retail,False,True,True,False
chicago_tile_435,retail,True,True,False,False
chicago_tile_436,retail,False,True,False,False
chicago_tile_437,retail,True,True,False,False
chicago_tile_438,grass,False,True,False,True
chicago_tile_439,grass,True,False,False,True
chicago_tile_440,grass,True,True,True,True
chicago_tile_441,residential,True,True,True,False
chicago_tile_442,forest,True,True,True,False
chicago_tile_443,retail,True,True,True,False
chicago_tile_444,retail,True,True,True,False
chicago_tile_445,retail,True,True,False,False
chicago_tile_446,residential,True,True,False,False
chicago_tile_447,residential,True,True,False,False
chicago_tile_448,retail,True,True,False,False
chicago_tile_449,retail,True,True,False,False
chicago_tile_450,retail,False,True,False,False
chicago_tile_451,retail,True,True,False,False
chicago_tile_452,residential,True,True,False,False
chicago_tile_453,retail,True,True,False,False
chicago_tile_454,residential,True,True,True,False
chicago_tile_455,residential,False,True,False,True
chicago_tile_456,residential,True,True,False,False
chicago_tile_457,residential,True,True,True,False
chicago_tile_458,residential,True,True,True,False
chicago_tile_459,residential,True,True,False,False
chicago_tile_460,residential,True,True,False,False
chicago_tile_461,residential,True,True,True,False
chicago_tile_462,residential,True,True,True,False
chicago_tile_463,retail,False,True,False,False
chicago_tile_464,residential,True,True,False,False
chicago_tile_465,residential,True,True,False,False
chicago_tile_466,residential,True,True,False,False
chicago_tile_467,residential,True,True,False,False
chicago_tile_468,residential,False,True,False,False
chicago_tile_469,residential,True,True,False,False
chicago_tile_470,retail,True,True,False,False
chicago_tile_471,residential,False,True,False,False
chicago_tile_472,retail,True,True,False,True
chicago_tile_473,retail,False,True,False,False
chicago_tile_474,retail,False,True,True,False
chicago_tile_475,residential,True,True,False,False
chicago_tile_476,retail,False,True,False,False
chicago_tile_477,retail,False,True,False,False
chicago_tile_478,grass,False,True,False,False
chicago_tile_479,grass,False,True,False,True
chicago_tile_480,residential,True,True,False,False
chicago_tile_481,retail,True,True,False,False
chicago_tile_482,residential,False,True,False,False
chicago_tile_483,residential,True,False,True,False
chicago_tile_484,grass,True,True,True,True
chicago_tile_485,retail,True,True,True,True
chicago_tile_486,grass,True,True,True,True
chicago_tile_487,meadow,True,False,False,True
chicago_tile_488,residential,True,False,False,True
chicago_tile_489,residential,False,True,False,False
chicago_tile_490,residential,False,True,False,False
chicago_tile_491,residential,True,True,False,False
chicago_tile_492,commercial,False,True,False,True
chicago_tile_493,grass,True,True,False,True
chicago_tile_494,grass,True,True,False,True
chicago_tile_495,residential,False,True,False,True
chicago_tile_496,residential,True,True,False,True
chicago_tile_497,residential,True,True,False,False
chicago_tile_498,grass,True,True,True,True
chicago_tile_499,retail,True,True,True,False
chicago_tile_500,retail,False,True,True,True
chicago_tile_501,industrial,False,True,False,True
chicago_tile_502,residential,False,False,False,True
chicago_tile_503,residential,False,True,False,False
chicago_tile_504,residential,True,True,False,False
chicago_tile_505,residential,True,True,False,False
chicago_tile_506,retail,False,True,False,False
chicago_tile_507,residential,True,True,False,False
chicago_tile_508,retail,False,True,False,False
chicago_tile_509,retail,False,True,True,True
chicago_tile_510,retail,True,True,False,False
chicago_tile_511,retail,False,True,False,True
chicago_tile_512,retail,False,True,False,True
chicago_tile_513,railway,False,True,False,False
chicago_tile_514,industrial,False,True,False,False
chicago_tile_515,retail,True,True,False,True
chicago_tile_516,industrial,True,True,False,True
chicago_tile_517,retail,False,True,False,False
chicago_tile_518,residential,False,True,False,False
chicago_tile_519,residential,False,True,False,True
chicago_tile_520,grass,True,False,False,True
chicago_tile_521,grass,True,False,False,True
chicago_tile_522,residential,True,True,False,False
chicago_tile_523,residential,False,True,False,False
chicago_tile_524,residential,True,True,False,False
chicago_tile_525,retail,False,True,False,True
chicago_tile_526,residential,True,True,False,False
chicago_tile_527,residential,True,True,False,False
chicago_tile_528,residential,True,True,False,True
chicago_tile_529,residential,False,True,False,False
chicago_tile_530,residential,False,True,False,False
chicago_tile_531,retail,True,True,False,False
chicago_tile_532,residential,True,True,False,False
chicago_tile_533,residential,False,True,False,False
chicago_tile_534,residential,True,True,False,False
chicago_tile_535,residential,True,True,True,False
chicago_tile_536,residential,True,True,False,True
chicago_tile_537,residential,True,True,False,False
chicago_tile_538,residential,True,True,True,True
chicago_tile_539,residential,True,True,True,True
chicago_tile_540,residential,True,True,True,True
chicago_tile_541,recreation_ground,True,True,False,False
chicago_tile_542,residential,True,True,True,True
chicago_tile_543,residential,True,True,False,False
chicago_tile_544,grass,False,True,False,False
chicago_tile_545,residential,False,True,False,False
chicago_tile_546,residential,True,True,False,False
chicago_tile_547,residential,False,True,False,False
chicago_tile_548,residential,True,True,False,False
chicago_tile_549,residential,True,True,False,False
chicago_tile_550,residential,True,True,False,False
chicago_tile_551,residential,True,True,False,False
chicago_tile_552,cemetery,False,True,False,False
chicago_tile_553,residential,True,True,True,False
chicago_tile_554,residential,True,True,False,False
chicago_tile_555,grass,True,True,False,True
chicago_tile_556,grass,True,True,False,True
chicago_tile_557,residential,False,False,False,False
chicago_tile_558,residential,True,True,False,False
chicago_tile_559,grass,False,True,False,False
chicago_tile_560,grass,True,True,True,False
chicago_tile_561,retail,True,True,False,False
chicago_tile_562,retail,True,True,False,False
chicago_tile_563,residential,True,True,True,False
chicago_tile_564,cemetery,False,True,True,False
chicago_tile_565,residential,True,True,True,True
chicago_tile_566,residential,True,True,False,True
chicago_tile_567,grass,True,True,True,True
chicago_tile_568,grass,True,True,True,True
chicago_tile_569,meadow,True,False,False,True
chicago_tile_570,religious,False,True,False,False
chicago_tile_571,residential,False,True,False,False
chicago_tile_572,residential,False,False,False,False
chicago_tile_573,residential,False,False,False,False
chicago_tile_574,grass,True,False,True,True
chicago_tile_575,grass,True,False,False,True
chicago_tile_576,residential,False,True,False,False
chicago_tile_577,retail,True,True,False,True
chicago_tile_578,residential,True,False,False,True
chicago_tile_579,retail,False,False,False,True
chicago_tile_580,grass,False,True,False,True
chicago_tile_581,industrial,False,True,False,True
chicago_tile_582,residential,False,True,False,True
chicago_tile_583,residential,True,True,False,False
chicago_tile_584,residential,True,True,False,False
chicago_tile_585,residential,True,True,False,False
chicago_tile_586,residential,False,True,False,False
chicago_tile_587,residential,False,True,False,False
chicago_tile_588,grass,True,True,False,False
chicago_tile_589,residential,True,True,False,False
chicago_tile_590,residential,True,True,False,False
chicago_tile_591,grass,False,True,False,False
chicago_tile_592,industrial,False,True,False,False
chicago_tile_593,railway,False,True,False,False
chicago_tile_594,railway,False,False,False,True
chicago_tile_595,residential,False,True,False,False
chicago_tile_596,residential,True,True,False,False
chicago_tile_597,industrial,False,True,False,False
chicago_tile_598,residential,False,False,False,False
chicago_tile_599,residential,False,True,False,False
chicago_tile_600,residential,True,True,False,False
chicago_tile_601,grass,True,False,False,True
chicago_tile_602,grass,False,False,False,True
chicago_tile_603,residential,False,False,False,True
chicago_tile_604,residential,True,True,False,False
chicago_tile_605,residential,True,True,False,False
chicago_tile_606,residential,False,True,False,False
chicago_tile_607,residential,True,True,False,False
chicago_tile_608,residential,True,True,False,False
chicago_tile_609,residential,True,True,False,False
chicago_tile_610,residential,True,True,False,False
chicago_tile_611,residential,True,True,False,False
chicago_tile_612,retail,True,True,False,False
chicago_tile_613,residential,True,True,False,False
chicago_tile_614,residential,True,True,False,False
chicago_tile_615,retail,True,True,False,False
chicago_tile_616,residential,True,True,False,False
chicago_tile_617,residential,True,True,False,False
chicago_tile_618,residential,True,True,True,True
chicago_tile_619,residential,True,True,False,False
chicago_tile_620,residential,True,True,True,False
chicago_tile_621,residential,True,True,True,False
chicago_tile_622,residential,True,False,False,False
chicago_tile_623,residential,True,True,True,False
chicago_tile_624,residential,True,True,True,False
chicago_tile_625,retail,False,True,False,False
chicago_tile_626,residential,False,True,False,False
chicago_tile_627,residential,True,True,False,False
chicago_tile_628,retail,False,True,False,False
chicago_tile_629,retail,False,True,False,False
chicago_tile_630,residential,False,True,False,False
chicago_tile_631,residential,False,True,False,False
chicago_tile_632,cemetery,False,False,False,False
chicago_tile_633,cemetery,False,False,False,False
chicago_tile_634,residential,True,True,False,False
chicago_tile_635,residential,True,True,False,False
chicago_tile_636,grass,True,True,False,True
chicago_tile_637,grass,True,True,False,True
chicago_tile_638,residential,True,True,False,False
chicago_tile_639,retail,False,False,False,False
chicago_tile_640,grass,False,True,False,False
chicago_tile_641,residential,True,True,False,False
chicago_tile_642,residential,True,True,False,False
chicago_tile_643,retail,False,True,False,False
chicago_tile_644,retail,True,True,False,True
chicago_tile_645,residential,True,True,True,True
chicago_tile_646,grass,True,True,True,True
chicago_tile_647,grass,True,True,False,True
chicago_tile_648,meadow,True,True,True,True
chicago_tile_649,meadow,True,False,False,True
chicago_tile_650,residential,True,False,False,True
chicago_tile_651,residential,True,True,False,False
chicago_tile_652,residential,False,True,False,False
chicago_tile_653,residential,True,True,False,False
chicago_tile_654,residential,True,True,False,True
chicago_tile_655,grass,True,False,False,True
chicago_tile_656,grass,True,True,False,True
chicago_tile_657,residential,False,False,False,False
chicago_tile_658,residential,False,True,False,False
chicago_tile_659,residential,True,True,False,True
chicago_tile_660,residential,False,False,False,True
chicago_tile_661,grass,False,False,False,True
chicago_tile_662,residential,False,False,False,True
chicago_tile_663,retail,False,True,False,True
chicago_tile_664,retail,True,True,False,False
chicago_tile_665,residential,True,True,False,False
chicago_tile_666,residential,False,False,False,False
chicago_tile_667,residential,False,False,False,True
chicago_tile_668,residential,True,True,False,True
chicago_tile_669,residential,True,True,False,False
chicago_tile_670,residential,False,True,False,False
chicago_tile_671,residential,False,True,False,True
chicago_tile_672,industrial,False,True,False,True
chicago_tile_673,industrial,False,True,False,False
chicago_tile_674,railway,False,True,False,False
chicago_tile_675,railway,False,True,False,True
chicago_tile_676,industrial,False,True,False,False
chicago_tile_677,retail,False,True,False,False
chicago_tile_678,residential,False,True,False,False
chicago_tile_679,residential,False,False,False,False
chicago_tile_680,residential,False,True,False,False
chicago_tile_681,residential,True,True,False,False
chicago_tile_682,grass,True,False,False,True
chicago_tile_683,grass,False,False,False,True
chicago_tile_684,grass,False,False,False,True
chicago_tile_685,cemetery,False,True,False,False
chicago_tile_686,residential,True,True,False,False
chicago_tile_687,residential,True,True,False,False
chicago_tile_688,residential,True,True,False,False
chicago_tile_689,residential,False,True,False,False
